"","dbn","location_category_description","longitude","latitude","school_name","total_enrollment","n_female","p_female","n_male","p_male","n_asian","p_asian","n_black","p_black","n_hispanic","p_hispanic","n_multi_racial","p_multi_racial","n_native_american","p_native_american","n_white","p_white","n_missing_race_ethnicity_data","p_missing_race_ethnicity_data","n_students_with_disabilities","p_students_with_disabilities","n_english_language_learners","p_english_language_learners","n_poverty","p_poverty","economic_need_index","row_id"
"544","84K772","Elementary",-73.984985,40.608135,"Success Academy Charter School - Bensonhurst - New",561,257,45.8,304,54.2,105,18.7,50,8.9,58,10.3,4,0.7,0,0,344,61.3,0,0,70,12.5,106,18.9,"296",52.8,61.2,544
"545","84K774","K-8",-73.884211,40.677112,"Achievement First Apollo Charter School",880,433,49.2,447,50.8,55,6.3,493,56,309,35.1,3,0.3,13,1.5,7,0.8,0,0,82,9.3,58,6.6,"739",84,77.6,545
"546","84K775","K-12 all grades",-73.906018,40.672216,"Leadership Preparatory Ocean Hill Charter School",1283,670,52.2,613,47.8,11,0.9,1052,82,165,12.9,5,0.4,36,2.8,7,0.5,7,0.5,128,10,33,2.6,"1,028",80.1,74.7,546
"547","84K777","Junior High-Intermediate-Middle",-73.915106,40.678124,"Ocean Hill Collegiate Charter School",406,219,53.9,187,46.1,3,0.7,347,85.5,45,11.1,2,0.5,7,1.7,2,0.5,0,0,53,13.1,17,4.2,"332",81.8,76.5,547
"548","84K780","Junior High-Intermediate-Middle",-73.947873,40.684654,"Brooklyn East Collegiate Charter School",253,125,49.4,128,50.6,5,2,206,81.4,26,10.3,2,0.8,11,4.3,3,1.2,0,0,42,16.6,14,5.5,"192",75.9,74,548
"549","84K781","Elementary",-73.912914,40.620537,"Success Academy Charter School - Bergen Beach - Ne",710,387,54.5,323,45.5,32,4.5,567,79.9,48,6.8,6,0.8,8,1.1,49,6.9,0,0,82,11.5,17,2.4,"384",54.1,58.8,549
"550","84K782","K-8",-73.937717,40.694676,"Bedford Stuyvesant New Beginnings Charter School",711,367,51.6,344,48.4,4,0.6,351,49.4,342,48.1,2,0.3,5,0.7,7,1,0,0,148,20.8,92,12.9,"666",93.7,90.5,550
"551","84K784","Elementary",-73.915159,40.693542,"Achievement First North Brooklyn Prep Charter Scho",636,305,48,331,52,7,1.1,97,15.3,510,80.2,0,0,2,0.3,20,3.1,0,0,103,16.2,110,17.3,"546",85.8,79.5,551
"552","84K785","Elementary",-73.883469,40.660077,"Imagine Me Leadership Charter School",231,0,0,231,100,2,0.9,187,81,33,14.3,3,1.3,4,1.7,2,0.9,0,0,32,13.9,4,1.7,"190",82.3,75.3,552
"553","84K788","Elementary",-73.885704,40.659934,"Achievement First Linden Charter School",653,339,51.9,314,48.1,11,1.7,523,80.1,104,15.9,5,0.8,7,1.1,2,0.3,1,0.2,92,14.1,7,1.1,"548",83.9,79.6,553
"554","84K789","Elementary",-73.971474,40.688769,"Compass Charter School",330,158,47.9,172,52.1,22,6.7,76,23,35,10.6,22,6.7,3,0.9,172,52.1,0,0,80,24.2,9,2.7,"85",25.8,32.4,554
"555","84K790","Elementary",-73.948982,40.638957,"Central Brooklyn Ascend Charter School",599,299,49.9,300,50.1,7,1.2,523,87.3,45,7.5,7,1.2,12,2,4,0.7,1,0.2,91,15.2,45,7.5,"503",84,75.1,555
"556","84K791","K-8",-73.969887,40.632149,"Brooklyn Dreams Charter School",623,321,51.5,302,48.5,89,14.3,391,62.8,108,17.3,8,1.3,8,1.3,19,3,0,0,120,19.3,92,14.8,"562",90.2,76.1,556
"557","84K792","Elementary",-73.908341,40.65452,"The Cultural Arts Academy at Spring Creek Charter",264,129,48.9,135,51.1,0,0,238,90.2,17,6.4,5,1.9,3,1.1,1,0.4,0,0,34,12.9,1,0.4,"191",72.3,62.8,557
"558","84K803","Junior High-Intermediate-Middle",-73.987399,40.70043,"Brooklyn LAB Charter School",621,231,37.2,390,62.8,11,1.8,470,75.7,116,18.7,7,1.1,10,1.6,6,1,1,0.2,188,30.3,21,3.4,"438",70.5,76.8,558
"559","84K807","Junior High-Intermediate-Middle",-73.888775,40.65787,"Collegiate Academy for Mathematics and Personal Aw",86,28,32.6,58,67.4,2,2.3,65,75.6,13,15.1,1,1.2,3,3.5,1,1.2,1,1.2,17,19.8,0,0,"63",73.3,76.5,559
"560","75K811","Secondary School",-73.93861,40.591132,"P.S. K811 Connie Lekas School",339,118,34.8,221,65.2,32,9.4,164,48.4,89,26.3,1,0.3,9,2.7,44,13,0,0,339,100,103,30.4,"314",92.6,94.4,560
"561","15K821","Junior High-Intermediate-Middle",-74.007596,40.652127,"Sunset Park Prep",538,253,47,285,53,91,16.9,13,2.4,408,75.8,0,0,1,0.2,25,4.6,0,0,136,25.3,113,21,"487",90.5,89.7,561
"562","15K839","Junior High-Intermediate-Middle",-73.973363,40.647598,"M.S. 839",364,163,44.8,201,55.2,43,11.8,39,10.7,99,27.2,14,3.8,1,0.3,167,45.9,1,0.3,103,28.3,15,4.1,"161",44.2,48,562
"563","84K876","Secondary School",-73.95381,40.656276,"Achievement First Voyager Charter School",308,171,55.5,137,44.5,2,0.6,281,91.2,13,4.2,3,1,6,1.9,1,0.3,2,0.6,42,13.6,4,1.3,"225",73.1,71.9,563
"564","84K879","K-8",-73.956832,40.681102,"Brooklyn Prospect Charter School Downtown",672,309,46,363,54,32,4.8,221,32.9,103,15.3,50,7.4,4,0.6,256,38.1,6,0.9,111,16.5,8,1.2,"263",39.1,39.3,564
"565","84K882","Elementary",-73.919653,40.695975,"Success Academy Charter School - Bushwick",463,258,55.7,205,44.3,3,0.6,97,21,342,73.9,3,0.6,4,0.9,14,3,0,0,61,13.2,82,17.7,"356",76.9,82.8,565
"566","84K883","Junior High-Intermediate-Middle",-73.940749,40.691472,"Success Academy Charter School - Bed Stuy 3",87,43,49.4,44,50.6,3,3.4,45,51.7,17,19.5,3,3.4,1,1.1,18,20.7,0,0,19,21.8,0,0,"45",51.7,59.8,566
"567","84K886","Elementary",-73.957501,40.64879,"Success Academy Charter School - Flatbush",478,260,54.4,218,45.6,5,1,433,90.6,23,4.8,10,2.1,1,0.2,6,1.3,0,0,59,12.3,16,3.3,"320",66.9,71.7,567
"568","22K889","Elementary",-73.97101,40.644861,"P.S. 889",197,93,47.2,104,52.8,31,15.7,59,29.9,37,18.8,7,3.6,1,0.5,62,31.5,0,0,27,13.7,13,6.6,"108",54.8,55.4,568
"569","22K890","Junior High-Intermediate-Middle",-73.97101,40.644861,"M.S. 890",291,136,46.7,155,53.3,40,13.7,108,37.1,107,36.8,5,1.7,1,0.3,29,10,1,0.3,48,16.5,16,5.5,"216",74.2,71.6,569
"570","84K892","High school",-73.932254,40.691467,"Brooklyn Emerging Leaders Academy Charter School",186,186,100,0,0,3,1.6,144,77.4,35,18.8,1,0.5,1,0.5,2,1.1,0,0,32,17.2,4,2.2,"149",80.1,79.5,570
"571","84K895","Elementary",-73.986345,40.600808,"Hebrew Language Academy Charter School 2",266,130,48.9,136,51.1,12,4.5,50,18.8,49,18.4,6,2.3,0,0,149,56,0,0,70,26.3,58,21.8,"167",62.8,68.6,571
"572","15K896","Elementary",-74.004306,40.643018,"The School of Creativity and Innovation",101,44,43.6,57,56.4,62,61.4,0,0,32,31.7,1,1,0,0,6,5.9,0,0,17,16.8,44,43.6,"90",89.1,85,572
"573","16K898","Junior High-Intermediate-Middle",-73.928673,40.674491,"The Brooklyn Green School",83,45,54.2,38,45.8,0,0,71,85.5,10,12,0,0,0,0,2,2.4,0,0,27,32.5,4,4.8,"73",88,87.7,573
"574","19K907","Junior High-Intermediate-Middle",-73.894877,40.662243,"Legacy School of the Arts",122,66,54.1,56,45.9,4,3.3,76,62.3,39,32,0,0,1,0.8,1,0.8,1,0.8,31,25.4,5,4.1,"110",90.2,88.2,574
"575","84K910","Early Childhood",-73.867071,40.681183,"Cypress Hills Ascend Charter School",215,109,50.7,106,49.3,15,7,32,14.9,161,74.9,2,0.9,2,0.9,3,1.4,0,0,33,15.3,47,21.9,"189",87.9,82.1,575
"576","84K911","Secondary School",-73.987399,40.70043,"Edmund W. Gordon Brooklyn Laboratory Charter Schoo",245,104,42.4,141,57.6,3,1.2,201,82,32,13.1,2,0.8,2,0.8,4,1.6,1,0.4,53,21.6,6,2.4,"180",73.5,78.7,576
"577","84K912","Elementary",-73.910292,40.665264,"Key Collegiate Charter School",131,76,58,55,42,1,0.8,97,74,28,21.4,0,0,1,0.8,4,3.1,0,0,42,32.1,4,3.1,"Above 95%",95,93.3,577
"578","84K912","Elementary",-73.910292,40.665264,"Key Collegiate Charter School",131,76,58,55,42,1,0.8,97,74,28,21.4,0,0,1,0.8,4,3.1,0,0,42,32.1,4,3.1,"Above 95%",95,93.3,578
"579","13K915","Junior High-Intermediate-Middle",-73.986105,40.695444,"I.S. 915",278,124,44.6,154,55.4,12,4.3,114,41,50,18,17,6.1,2,0.7,83,29.9,0,0,53,19.1,6,2.2,"107",38.5,40.9,579
"580","13K915","Junior High-Intermediate-Middle",-73.986105,40.695444,"I.S. 915",278,124,44.6,154,55.4,12,4.3,114,41,50,18,17,6.1,2,0.7,83,29.9,0,0,53,19.1,6,2.2,"107",38.5,40.9,580
"581","84K927","Elementary",-73.922733,40.643897,"Ivy Hill Preparatory Charter School",113,63,55.8,50,44.2,2,1.8,98,86.7,9,8,1,0.9,0,0,3,2.7,0,0,18,15.9,0,0,"97",85.8,80.5,581
"582","84K928","Junior High-Intermediate-Middle",-73.97872,40.647893,"Brooklyn Prospect Charter School 15.2",113,49,43.4,64,56.6,4,3.5,17,15,38,33.6,2,1.8,0,0,50,44.2,2,1.8,28,24.8,8,7.1,"63",55.8,48.1,582
"583","84K929","Junior High-Intermediate-Middle",-73.867071,40.681183,"East Brooklyn Ascend Charter School",26,13,50,13,50,2,7.7,12,46.2,11,42.3,1,3.8,0,0,0,0,0,0,7,26.9,0,0,"22",84.6,89.7,583
"584","84K930","Elementary",-74.012089,40.642877,"LEEP Dual Language Academy Charter School",125,76,60.8,49,39.2,5,4,6,4.8,105,84,3,2.4,0,0,6,4.8,0,0,23,18.4,20,16,"91",72.8,81,584
"585","84K933","Elementary",-73.939706,40.652671,"Lefferts Gardens Ascend Charter School",47,22,46.8,25,53.2,1,2.1,40,85.1,3,6.4,1,2.1,2,4.3,0,0,0,0,7,14.9,1,2.1,"42",89.4,84.5,585
"586","84K934","Elementary",-73.939706,40.652671,"East Flatbush Ascend Charter School",77,39,50.6,38,49.4,1,1.3,58,75.3,3,3.9,0,0,14,18.2,1,1.3,0,0,11,14.3,2,2.6,"65",84.4,70.3,586
"587","84K937","Elementary",-74.01214,40.643747,"Brooklyn RISE Charter School",89,45,50.6,44,49.4,10,11.2,5,5.6,68,76.4,0,0,0,0,6,6.7,0,0,21,23.6,41,46.1,"68",76.4,84.1,587
"588","20K971","Elementary",-74.020343,40.639518,"School of Math, Science, and Healthy Living",312,162,51.9,150,48.1,139,44.6,2,0.6,142,45.5,0,0,0,0,29,9.3,0,0,50,16,146,46.8,"283",90.7,87.1,588
"589","02M001","Elementary",-73.997478,40.71255,"P.S. 001 Alfred E. Smith",247,111,44.9,136,55.1,112,45.3,55,22.3,64,25.9,1,0.4,0,0,15,6.1,0,0,75,30.4,49,19.8,"189",76.5,81.7,589
"590","02M002","Elementary",-73.991523,40.712907,"P.S. 002 Meyer London",449,211,47,238,53,316,70.4,46,10.2,80,17.8,0,0,0,0,7,1.6,0,0,103,22.9,144,32.1,"Above 95%",95,92.1,590
"591","02M003","Elementary",-74.005949,40.732603,"P.S. 003 Charrette School",714,335,46.9,379,53.1,62,8.7,43,6,107,15,32,4.5,3,0.4,467,65.4,0,0,143,20,23,3.2,"137",19.2,21.3,591
"592","06M004","Elementary",-73.941594,40.834877,"P.S. 004 Duke Ellington",499,247,49.5,252,50.5,13,2.6,44,8.8,434,87,2,0.4,5,1,1,0.2,0,0,107,21.4,119,23.8,"422",84.6,88.9,592
"593","06M005","Elementary",-73.922277,40.857633,"P.S. 005 Ellen Lurie",556,277,49.8,279,50.2,1,0.2,36,6.5,508,91.4,4,0.7,0,0,7,1.3,0,0,141,25.4,194,34.9,"505",90.8,92.1,593
"594","02M006","Elementary",-73.960427,40.777737,"P.S. 006 Lillie D. Blake",648,330,50.9,318,49.1,126,19.4,13,2,50,7.7,11,1.7,1,0.2,445,68.7,2,0.3,113,17.4,14,2.2,"57",8.8,8.6,594
"595","04M007","K-8",-73.939374,40.800616,"P.S. 007 Samuel Stern",366,169,46.2,197,53.8,18,4.9,102,27.9,228,62.3,5,1.4,2,0.5,11,3,0,0,107,29.2,43,11.7,"336",91.8,92.9,595
"596","06M008","Elementary",-73.936614,40.839235,"P.S. 008 Luis Belliard",480,242,50.4,238,49.6,1,0.2,8,1.7,464,96.7,0,0,0,0,7,1.5,0,0,110,22.9,162,33.8,"Above 95%",95,91.2,596
"597","03M009","Elementary",-73.974256,40.785234,"P.S. 009 Sarah Anderson",624,312,50,312,50,48,7.7,25,4,113,18.1,43,6.9,2,0.3,391,62.7,2,0.3,127,20.4,19,3,"114",18.3,17.8,597
"598","02M011","Elementary",-74.000743,40.744186,"P.S. 011 William T. Harris",900,439,48.8,461,51.2,143,15.9,62,6.9,210,23.3,79,8.8,2,0.2,404,44.9,0,0,133,14.8,24,2.7,"262",29.1,39,598
"599","04M012","K-8",-73.942285,40.792556,"Tag Young Scholars",600,294,49,306,51,271,45.2,72,12,83,13.8,42,7,19,3.2,113,18.8,0,0,33,5.5,8,1.3,"215",35.8,38.9,599
"600","01M015","Elementary",-73.978747,40.722075,"P.S. 015 Roberto Clemente",190,94,49.5,96,50.5,27,14.2,56,29.5,96,50.5,0,0,2,1.1,9,4.7,0,0,46,24.2,17,8.9,"155",81.6,86.7,600
"601","06M018","K-8",-73.911732,40.871456,"P.S. 018 Park Terrace",349,168,48.1,181,51.9,1,0.3,9,2.6,334,95.7,0,0,0,0,5,1.4,0,0,82,23.5,80,22.9,"316",90.5,92.2,601
"602","01M019","Elementary",-73.984496,40.730009,"P.S. 019 Asher Levy",236,110,46.6,126,53.4,11,4.7,49,20.8,148,62.7,8,3.4,1,0.4,19,8.1,0,0,94,39.8,8,3.4,"176",74.6,70.4,602
"603","01M020","Elementary",-73.986312,40.721305,"P.S. 020 Anna Silver",464,233,50.2,231,49.8,120,25.9,58,12.5,239,51.5,10,2.2,5,1.1,31,6.7,1,0.2,106,22.8,61,13.1,"354",76.3,78.4,603
"604","06M028","Elementary",-73.942023,40.83163,"P.S. 028 Wright Brothers",532,246,46.2,286,53.8,4,0.8,81,15.2,420,78.9,2,0.4,1,0.2,24,4.5,0,0,170,32,198,37.2,"496",93.2,95,604
"605","05M030","Elementary",-73.935461,40.805653,"P.S. 030 Hernandez/Hughes",236,124,52.5,112,47.5,5,2.1,103,43.6,120,50.8,1,0.4,2,0.8,5,2.1,0,0,63,26.7,16,6.8,"Above 95%",95,93.2,605
"606","02M033","Elementary",-74.000238,40.749014,"P.S. 033 Chelsea Prep",612,308,50.3,304,49.7,148,24.2,106,17.3,173,28.3,49,8,5,0.8,131,21.4,0,0,99,16.2,45,7.4,"291",47.5,49.6,606
"607","01M034","K-8",-73.975058,40.726008,"P.S. 034 Franklin D. Roosevelt",296,141,47.6,155,52.4,7,2.4,107,36.1,172,58.1,0,0,2,0.7,8,2.7,0,0,117,39.5,17,5.7,"Above 95%",95,95,607
"608","75M035","K-12 all grades",-73.985899,40.764129,"P.S. 035",309,110,35.6,199,64.4,10,3.2,131,42.4,131,42.4,2,0.6,1,0.3,34,11,0,0,279,90.3,23,7.4,"266",86.1,88.5,608
"609","05M036","Elementary",-73.957409,40.810705,"P.S. 036 Margaret Douglas",374,189,50.5,185,49.5,6,1.6,136,36.4,215,57.5,5,1.3,0,0,12,3.2,0,0,115,30.7,35,9.4,"337",90.1,89.7,609
"610","04M037","Elementary",-73.93374,40.799265,"River East Elementary",265,128,48.3,137,51.7,2,0.8,113,42.6,132,49.8,5,1.9,1,0.4,12,4.5,0,0,75,28.3,15,5.7,"221",83.4,85.4,610
"611","04M038","Elementary",-73.944762,40.788668,"P.S. 38 Roberto Clemente",243,123,50.6,120,49.4,6,2.5,88,36.2,134,55.1,2,0.8,3,1.2,10,4.1,0,0,77,31.7,26,10.7,"224",92.2,93.2,611
"612","02M040","Elementary",-73.981536,40.735328,"P.S. 040 Augustus Saint-Gaudens",700,362,51.7,338,48.3,98,14,13,1.9,98,14,69,9.9,2,0.3,420,60,0,0,98,14,18,2.6,"68",9.7,11.5,612
"613","02M040","Elementary",-73.981536,40.735328,"P.S. 040 Augustus Saint-Gaudens",700,362,51.7,338,48.3,98,14,13,1.9,98,14,69,9.9,2,0.3,420,60,0,0,98,14,18,2.6,"68",9.7,11.5,613
"614","02M041","Elementary",-73.999094,40.73545,"P.S. 041 Greenwich Village",668,324,48.5,344,51.5,50,7.5,9,1.3,63,9.4,93,13.9,0,0,452,67.7,1,0.1,112,16.8,11,1.6,"50",7.5,8.6,614
"615","02M042","Elementary",-73.990826,40.716126,"P.S. 042 Benjamin Altman",557,263,47.2,294,52.8,468,84,9,1.6,43,7.7,2,0.4,1,0.2,34,6.1,0,0,108,19.4,133,23.9,"397",71.3,78.7,615
"616","05M046","K-8",-73.9363,40.8304,"P.S. 046 Arthur Tappan",557,278,49.9,279,50.1,5,0.9,269,48.3,271,48.7,4,0.7,1,0.2,7,1.3,0,0,185,33.2,36,6.5,"526",94.4,95,616
"617","02M047","High school",-73.981329,40.738374,"47 The American Sign Language and English Secondar",232,165,71.1,67,28.9,6,2.6,58,25,155,66.8,0,0,2,0.9,8,3.4,3,1.3,58,25,11,4.7,"192",82.8,81.8,617
"618","06M048","Elementary",-73.933629,40.853193,"P.S. 048 P.O. Michael J. Buczek",452,211,46.7,241,53.3,1,0.2,10,2.2,419,92.7,3,0.7,2,0.4,17,3.8,0,0,120,26.5,121,26.8,"411",90.9,88.6,618
"619","02M051","Elementary",-73.995825,40.761487,"P.S. 051 Elias Howe",488,234,48,254,52,71,14.5,70,14.3,222,45.5,15,3.1,1,0.2,109,22.3,0,0,100,20.5,36,7.4,"281",57.6,62.7,619
"620","06M052","Junior High-Intermediate-Middle",-73.925464,40.865556,"Harold O. Levy School",268,119,44.4,149,55.6,1,0.4,12,4.5,250,93.3,0,0,2,0.7,3,1.1,0,0,73,27.2,111,41.4,"Above 95%",95,93.4,620
"621","03M054","Junior High-Intermediate-Middle",-73.96327,40.8007,"J.H.S. 054 Booker T. Washington",825,426,51.6,399,48.4,90,10.9,75,9.1,134,16.2,59,7.2,7,0.8,444,53.8,16,1.9,136,16.5,14,1.7,"186",22.5,27.2,621
"622","04M057","K-8",-73.941598,40.797205,"James Weldon Johnson",697,358,51.4,339,48.6,31,4.4,154,22.1,490,70.3,2,0.3,10,1.4,10,1.4,0,0,197,28.3,86,12.3,"645",92.5,95,622
"623","02M059","Elementary",-73.967204,40.759248,"P.S. 059 Beekman Hill International",638,336,52.7,302,47.3,139,21.8,10,1.6,56,8.8,56,8.8,5,0.8,372,58.3,0,0,92,14.4,40,6.3,"53",8.3,9.1,623
"624","01M063","Elementary",-73.986214,40.72444,"The STAR Academy - P.S.63",229,104,45.4,125,54.6,9,3.9,39,17,157,68.6,6,2.6,1,0.4,17,7.4,0,0,71,31,5,2.2,"177",77.3,78.4,624
"625","01M064","Elementary",-73.981597,40.72313,"P.S. 064 Robert Simon",236,107,45.3,129,54.7,7,3,40,16.9,174,73.7,2,0.8,3,1.3,10,4.2,0,0,67,28.4,4,1.7,"215",91.1,91.6,625
"626","84M065","Secondary School",-73.948902,40.810499,"Democracy Prep Endurance Charter School",704,350,49.7,354,50.3,3,0.4,472,67,203,28.8,4,0.6,10,1.4,11,1.6,1,0.1,146,20.7,40,5.7,"589",83.7,82.4,626
"627","84M068","K-12 all grades",-73.935815,40.839139,"KIPP NYC Washington Heights Academy Charter School",830,428,51.6,402,48.4,1,0.1,83,10,727,87.6,0,0,5,0.6,13,1.6,1,0.1,185,22.3,79,9.5,"755",91,84.2,627
"628","04M072","K-8",-73.94745,40.791444,"The Lexington Academy",588,284,48.3,304,51.7,11,1.9,102,17.3,453,77,3,0.5,6,1,13,2.2,0,0,159,27,51,8.7,"532",90.5,92.6,628
"629","03M075","Elementary",-73.973996,40.795109,"P.S. 075 Emily Dickinson",520,242,46.5,278,53.5,12,2.3,96,18.5,294,56.5,16,3.1,1,0.2,101,19.4,0,0,227,43.7,68,13.1,"354",68.1,66.4,629
"630","03M076","K-8",-73.951451,40.806534,"P.S. 076 A. Philip Randolph",371,200,53.9,171,46.1,3,0.8,282,76,69,18.6,3,0.8,0,0,14,3.8,0,0,93,25.1,37,10,"Above 95%",95,94.5,630
"631","02M077","Elementary",-73.95042,40.785018,"P.S. 77 Lower Lab School",362,173,47.8,189,52.2,139,38.4,1,0.3,22,6.1,48,13.3,0,0,152,42,0,0,23,6.4,2,0.6,"40",11,11.3,631
"632","75M079","Secondary School",-73.942009,40.802547,"P.S. M079 - Horan School",277,92,33.2,185,66.8,5,1.8,90,32.5,172,62.1,2,0.7,1,0.4,7,2.5,0,0,277,100,100,36.1,"Above 95%",95,95,632
"633","84M080","Elementary",-73.986051,40.713362,"Manhattan Charter School II",153,63,41.2,90,58.8,3,2,48,31.4,93,60.8,3,2,2,1.3,4,2.6,0,0,43,28.1,11,7.2,"136",88.9,88.4,633
"634","04M083","Elementary",-73.941955,40.793363,"P.S. 083 Luis Munoz Rivera",371,194,52.3,177,47.7,36,9.7,60,16.2,262,70.6,0,0,2,0.5,11,3,0,0,84,22.6,25,6.7,"325",87.6,82.8,634
"635","03M084","Elementary",-73.968419,40.789479,"P.S. 084 Lillian Weber",687,371,54,316,46,26,3.8,54,7.9,213,31,39,5.7,1,0.1,354,51.5,0,0,116,16.9,39,5.7,"238",34.6,38.1,635
"636","84M085","Elementary",-73.934951,40.81698,"Global Community Charter School",443,219,49.4,224,50.6,5,1.1,179,40.4,238,53.7,9,2,3,0.7,9,2,0,0,77,17.4,65,14.7,"399",90.1,89,636
"637","03M087","Elementary",-73.97802,40.78171,"P.S. 087 William Sherman",873,465,53.3,408,46.7,63,7.2,23,2.6,134,15.3,77,8.8,1,0.1,574,65.8,1,0.1,153,17.5,26,3,"72",8.2,12.7,637
"638","02M089","Elementary",-74.013967,40.71701,"P.S. 89",454,214,47.1,240,52.9,89,19.6,4,0.9,50,11,38,8.4,2,0.4,271,59.7,0,0,66,14.5,34,7.5,"27",5.9,10,638
"639","05M092","Elementary",-73.945838,40.814917,"P.S. 092 Mary McLeod Bethune",243,115,47.3,128,52.7,1,0.4,135,55.6,101,41.6,0,0,2,0.8,4,1.6,0,0,88,36.2,15,6.2,"Above 95%",95,95,639
"640","75M094","K-12 all grades",-74.017456,40.706384,"P.S. M094",419,97,23.2,322,76.8,30,7.2,134,32,190,45.3,1,0.2,4,1,59,14.1,1,0.2,419,100,78,18.6,"355",84.7,87.2,640
"641","04M096","K-8",-73.937179,40.79969,"P.S. 096 Joseph Lanzetta",405,185,45.7,220,54.3,8,2,93,23,277,68.4,4,1,9,2.2,14,3.5,0,0,128,31.6,74,18.3,"384",94.8,94.6,641
"642","06M098","Elementary",-73.917814,40.867741,"P.S. 098 Shorac Kappock",414,210,50.7,204,49.3,2,0.5,8,1.9,382,92.3,2,0.5,0,0,20,4.8,0,0,75,18.1,114,27.5,"359",86.7,87.3,642
"643","84M100","K-8",-73.945427,40.823676,"Neighborhood Charter School of Harlem",685,333,48.6,352,51.4,15,2.2,295,43.1,347,50.7,7,1,3,0.4,18,2.6,0,0,217,31.7,54,7.9,"584",85.3,79.3,643
"644","04M102","Elementary",-73.938418,40.795,"P.S. 102 Jacques Cartier",243,104,42.8,139,57.2,17,7,84,34.6,121,49.8,5,2.1,6,2.5,9,3.7,1,0.4,80,32.9,28,11.5,"207",85.2,88.4,644
"645","06M103","Elementary",-73.933964,40.850561,"Dos Puentes Elementary School",415,204,49.2,211,50.8,2,0.5,9,2.2,314,75.7,11,2.7,0,0,79,19,0,0,101,24.3,124,29.9,"271",65.3,66.7,645
"646","02M104","Junior High-Intermediate-Middle",-73.981034,40.735879,"J.H.S. 104 Simon Baruch",1101,512,46.5,589,53.5,393,35.7,79,7.2,207,18.8,54,4.9,6,0.5,354,32.2,8,0.7,180,16.3,23,2.1,"504",45.8,45.2,646
"647","04M108","K-8",-73.947855,40.795032,"P.S. 108 Assemblyman Angelo Del Toro Educational C",461,204,44.3,257,55.7,12,2.6,152,33,275,59.7,3,0.7,4,0.9,15,3.3,0,0,141,30.6,29,6.3,"413",89.6,94.2,647
"648","01M110","Elementary",-73.9798,40.7162,"P.S. 110 Florence Nightingale",396,173,43.7,223,56.3,64,16.2,38,9.6,180,45.5,11,2.8,2,0.5,101,25.5,0,0,48,12.1,10,2.5,"241",60.9,62.7,648
"649","02M111","Elementary",-73.989776,40.76588,"P.S. 111 Adolph S. Ochs",438,204,46.6,234,53.4,59,13.5,64,14.6,219,50,7,1.6,3,0.7,85,19.4,1,0.2,115,26.3,47,10.7,"242",55.3,61.9,649
"650","04M112","Early Childhood",-73.930528,40.796889,"P.S. 112 Jose Celso Barbosa",322,143,44.4,179,55.6,7,2.2,70,21.7,222,68.9,2,0.6,0,0,21,6.5,0,0,137,42.5,61,18.9,"269",83.5,89,650
"651","02M114","Junior High-Intermediate-Middle",-73.947379,40.780452,"East Side Middle School",457,261,57.1,196,42.9,73,16,15,3.3,52,11.4,23,5,1,0.2,280,61.3,13,2.8,76,16.6,1,0.2,"63",13.8,14.5,651
"652","06M115","Elementary",-73.93514,40.846116,"P.S. 115 Alexander Humboldt",447,220,49.2,227,50.8,6,1.3,3,0.7,425,95.1,0,0,3,0.7,10,2.2,0,0,99,22.1,120,26.8,"Above 95%",95,91.7,652
"653","02M116","Elementary",-73.977906,40.744511,"P.S. 116 Mary Lindley Murray",500,263,52.6,237,47.4,110,22,42,8.4,95,19,30,6,2,0.4,221,44.2,0,0,85,17,40,8,"164",32.8,36.8,653
"654","05M123","K-8",-73.944551,40.820216,"P.S. 123 Mahalia Jackson",461,205,44.5,256,55.5,11,2.4,225,48.8,197,42.7,4,0.9,9,2,15,3.3,0,0,120,26,65,14.1,"Above 95%",95,94.8,654
"655","02M124","Elementary",-73.996017,40.715097,"P.S. 124 Yung Wing",676,335,49.6,341,50.4,625,92.5,1,0.1,10,1.5,22,3.3,0,0,18,2.7,0,0,109,16.1,144,21.3,"337",49.9,60.8,655
"656","05M125","Elementary",-73.955722,40.810793,"P.S. 125 Ralph Bunche",303,136,44.9,167,55.1,15,5,106,35,107,35.3,14,4.6,2,0.7,58,19.1,1,0.3,60,19.8,6,2,"196",64.7,64,656
"657","05M125","Elementary",-73.955722,40.810793,"P.S. 125 Ralph Bunche",303,136,44.9,167,55.1,15,5,106,35,107,35.3,14,4.6,2,0.7,58,19.1,1,0.3,60,19.8,6,2,"196",64.7,64,657
"658","02M126","K-8",-73.99742,40.710651,"P.S. 126 Jacob August Riis",714,351,49.2,363,50.8,470,65.8,60,8.4,125,17.5,19,2.7,2,0.3,38,5.3,0,0,149,20.9,89,12.5,"538",75.4,78.6,658
"659","06M128","Elementary",-73.938701,40.841032,"P.S. 128 Audubon",604,305,50.5,299,49.5,6,1,21,3.5,553,91.6,1,0.2,3,0.5,20,3.3,0,0,135,22.4,103,17.1,"534",88.4,84.6,659
"660","05M129","K-8",-73.95202,40.814914,"P.S. 129 John H. Finley",377,179,47.5,198,52.5,8,2.1,191,50.7,162,43,2,0.5,6,1.6,7,1.9,1,0.3,121,32.1,27,7.2,"352",93.4,90.9,660
